3000.000,-200.000
6000.000,-200.000
9000.000,-200.000
12000.000,-200.000
15000.000,-200.000
18000.000,-200.000
21000.000,-200.000
24000.000,-200.000
27000.000,-200.000
30000.000,-200.000
33000.000,-200.000
35977.000,-200.000
38906.000,-170.400
41798.000,-173.800
44728.000,-174.200
47702.000,-170.600
50599.000,-168.400
53431.000,-166.400
56265.000,-178.600
59130.000,-161.800
61961.000,-184.800
64897.000,-133.200
67894.000,-176.800
70842.000,-173.200
73785.000,-164.200
76736.000,-178.600
79658.000,-173.400
82557.000,-179.400
85496.000,-166.800
88439.000,-160.600
91372.000,-147.400
94283.000,-159.200
97222.000,-164.800
100111.000,-173.800
102951.000,-170.600
105885.000,-168.800
108795.000,-138.800
111687.000,-174.600
114536.000,-167.400
117328.000,-167.200
120155.000,-168.600
123046.000,-179.400
125901.000,-169.200
128773.000,-180.400
131701.000,-156.600
134653.000,-167.800
137569.000,-167.600
140396.000,-180.000
143318.000,-188.400
146153.000,-200.000
148994.000,-200.000
151856.000,-182.600
154671.000,-158.800
157325.000,-160.000
160043.000,-136.800
162855.000,-148.400
165322.000,-122.200
168004.000,-147.000
170566.000,-155.400
173086.000,-119.800
175880.000,-161.000
178532.000,-178.400
181263.000,-196.600
183795.000,-152.000
186463.000,-131.000
189159.000,-181.400
191499.000,-110.200
194215.000,-147.400
196698.000,-156.200
199384.000,-157.800
201805.000,-141.600
204397.000,-135.200
206769.000,-135.000
209198.000,-133.600
211636.000,-170.000
214288.000,-180.400
216929.000,-122.000
219427.000,-151.000
222250.000,-121.200
224982.000,-146.800
227770.000,-132.000
230525.000,-111.400
233219.000,-147.200
236120.000,-159.600
238917.000,-159.800
241611.000,-172.400
244240.000,-177.200
246937.000,-140.000
249666.000,-140.600
252391.000,-120.000
255042.000,-122.000
257676.000,-154.800
260042.000,-139.600
262738.000,-105.200
265378.000,-186.000
267892.000,-148.800
270387.000,-148.800
272883.000,-162.600
275496.000,-121.200
278127.000,-149.200
280722.000,-134.800
283363.000,-132.600
285999.000,-115.000
288446.000,-182.400
291062.000,-179.600
293431.000,-156.600
295965.000,-166.400
298253.000,-161.600
300878.000,-144.400
303323.000,-127.400
305892.000,-130.000
308322.000,-146.600
311086.000,-129.800
313460.000,-134.000
316064.000,-127.000
318666.000,-127.600
321232.000,-128.200
323560.000,-122.400
326192.000,-184.000
328721.000,-133.800
331169.000,-175.600
333518.000,-109.400
335760.000,-106.600
338162.000,-129.000
340861.000,-106.800
343217.000,-123.600
345569.000,-137.800
347896.000,-119.400
350434.000,-107.000
352980.000,-132.200
355228.000,-106.400
357711.000,-126.000
360270.000,-128.000
362732.000,-125.600
364961.000,-99.200
367432.000,-104.800
370047.000,-158.400
372444.000,-118.000
374964.000,-144.400
377771.000,-110.200
380384.000,-186.600
382824.000,-173.000
385290.000,-180.400
387630.000,-113.400
389872.000,-86.800
392126.000,-138.400
394752.000,-131.800
397447.000,-106.200
400107.000,-112.000
402584.000,-123.800
405208.000,-112.800
407712.000,-97.400
410167.000,-105.600
412788.000,-100.200
415246.000,-97.400
417715.000,-97.000
420279.000,-101.000
422783.000,-105.800
425375.000,-151.000
427902.000,-121.200
430564.000,-113.600
432990.000,-107.000
435704.000,-149.800
438336.000,-116.600
440834.000,-117.800
443136.000,-139.400
445915.000,-188.600
448616.000,-166.200
451240.000,-149.400
453633.000,-141.400
456177.000,-137.400
458848.000,-163.600
461081.000,-117.400
463521.000,-132.400
466128.000,-135.200
468443.000,-130.600
470663.000,-109.800
473111.000,-127.000
475512.000,-104.200
478036.000,-116.200
480526.000,-98.000
483082.000,-116.000
485616.000,-121.200
488176.000,-116.400
490491.000,-118.800
492921.000,-106.400
495197.000,-129.600
497715.000,-109.400
500118.000,-102.600
502422.000,-121.200
504614.000,-100.400
506926.000,-97.400
509402.000,-127.400
512098.000,-111.000
514585.000,-134.000
517013.000,-140.200
519343.000,-160.400
521754.000,-181.000
524094.000,-192.400
526641.000,-180.400
528831.000,-105.600
531441.000,-158.000
533878.000,-105.400
536132.000,-99.200
538485.000,-116.800
540742.000,-95.000
543198.000,-125.600
545859.000,-200.000
548308.000,-104.200
550527.000,-136.400
552803.000,-129.800
555213.000,-104.600
557581.000,-105.000
560028.000,-200.000
562444.000,-147.600
564845.000,-152.000
567249.000,-155.800
569598.000,-120.600
572036.000,-159.200
574574.000,-150.200
576870.000,-116.600
579201.000,-110.800
581632.000,-146.800
583958.000,-130.800
586307.000,-117.400
588619.000,-106.200
590874.000,-154.200
593233.000,-120.600
595628.000,-132.800
598014.000,-159.000
600329.000,-113.200
602578.000,-113.000
605004.000,-130.200
607220.000,-125.600
609594.000,-113.600
611990.000,-112.200
614351.000,-111.000
616826.000,-114.600
619074.000,-116.000
621378.000,-109.200
623779.000,-109.400
626119.000,-112.800
628335.000,-109.400
630681.000,-110.800
632944.000,-109.400
635218.000,-113.400
637537.000,-127.400
639922.000,-122.000
642450.000,-117.000
644764.000,-104.800
646985.000,-104.600
649431.000,-105.400
651741.000,-104.800
654325.000,-110.800
656752.000,-98.000
659012.000,-104.400
661308.000,-103.200
663657.000,-108.400
666007.000,-110.200
668439.000,-117.600
670886.000,-107.000
673406.000,-95.400
675830.000,-105.200
